Season,Name,Conference,W,L,T,PCT
2025,Virginia,ACC,32.0,18.0,0.0,0.64
2017,Virginia Tech,ACC,23.0,32.0,0.0,0.418
2018,Virginia Tech,ACC,21.0,33.0,0.0,0.389
2019,Virginia Tech,ACC,26.0,27.0,0.0,0.491
2021,Virginia Tech,ACC,27.0,25.0,0.0,0.519
2022,Virginia Tech,ACC,45.0,14.0,0.0,0.763
2023,Virginia Tech,ACC,30.0,23.0,0.0,0.566
2024,Virginia Tech,ACC,32.0,22.0,0.0,0.593
2025,Virginia Tech,ACC,31.0,25.0,0.0,0.5535714285714286
2017,Wagner,Northeast,22.0,28.0,0.0,0.44
2018,Wagner,Northeast,38.0,18.0,0.0,0.679
2019,Wagner,Northeast,19.0,32.0,0.0,0.373
2021,Wagner,Northeast,11.0,25.0,0.0,0.306
2022,Wagner,Northeast,17.0,34.0,0.0,0.333
2023,Wagner,Northeast,32.0,24.0,0.0,0.571
2024,Wagner,Northeast,26.0,30.0,0.0,0.464
2025,Wagner,Northeast,31.0,22.0,0.0,0.5849056603773585
2017,Wake Forest,ACC,43.0,20.0,0.0,0.683
2018,Wake Forest,ACC,25.0,32.0,0.0,0.439
2019,Wake Forest,ACC,31.0,26.0,0.0,0.544
2021,Wake Forest,ACC,20.0,27.0,0.0,0.426
2022,Wake Forest,ACC,41.0,19.0,1.0,0.68
2023,Wake Forest,ACC,54.0,12.0,0.0,0.818
2024,Wake Forest,ACC,38.0,22.0,0.0,0.633
2025,Wake Forest,ACC,39.0,22.0,0.0,0.639344262295082
2017,Washington,Big Ten,28.0,26.0,0.0,0.519
2018,Washington,Big Ten,35.0,26.0,0.0,0.574
2019,Washington,Big Ten,28.0,24.0,0.0,0.538
2021,Washington,Big Ten,20.0,30.0,0.0,0.4
2022,Washington,Big Ten,30.0,26.0,0.0,0.536
2023,Washington,Big Ten,35.0,20.0,0.0,0.636
2024,Washington,Big Ten,19.0,31.0,1.0,0.382
2025,Washington,Big Ten,29.0,28.0,0.0,0.5087719298245614
2017,Washington St.,Mountain West,24.0,29.0,0.0,0.453
2018,Washington St.,Mountain West,16.0,33.0,1.0,0.33
2019,Washington St.,Mountain West,11.0,42.0,1.0,0.213
2021,Washington St.,Mountain West,26.0,23.0,0.0,0.531
2022,Washington St.,Mountain West,27.0,26.0,0.0,0.509
2023,Washington St.,Mountain West,29.0,23.0,0.0,0.558
2024,Washington St.,Mountain West,21.0,32.0,0.0,0.396
2025,Washington St.,Mountain West,18.0,36.0,0.0,0.3333333333333333
2017,West Virginia,Big 12,36.0,26.0,0.0,0.581
2018,West Virginia,Big 12,29.0,27.0,0.0,0.518
2019,West Virginia,Big 12,38.0,22.0,0.0,0.633
2021,West Virginia,Big 12,25.0,27.0,0.0,0.481
2022,West Virginia,Big 12,33.0,22.0,0.0,0.6
2023,West Virginia,Big 12,40.0,20.0,0.0,0.667
2024,West Virginia,Big 12,36.0,24.0,0.0,0.6
2025,West Virginia,Big 12,44.0,16.0,0.0,0.7333333333333333
2017,Western Caro.,Southern Conference,28.0,28.0,0.0,0.5
2018,Western Caro.,Southern Conference,11.0,47.0,0.0,0.19
2019,Western Caro.,Southern Conference,21.0,32.0,0.0,0.396
2021,Western Caro.,Southern Conference,28.0,21.0,0.0,0.571
2022,Western Caro.,Southern Conference,26.0,31.0,1.0,0.457
2023,Western Caro.,Southern Conference,21.0,33.0,0.0,0.389
2024,Western Caro.,Southern Conference,28.0,26.0,0.0,0.519
2025,Western Caro.,Southern Conference,30.0,28.0,0.0,0.5172413793103449
2017,Western Ill.,Ohio Valley,18.0,32.0,0.0,0.36
2018,Western Ill.,Ohio Valley,17.0,31.0,0.0,0.354
2019,Western Ill.,Ohio Valley,22.0,31.0,0.0,0.415
2021,Western Ill.,Ohio Valley,11.0,29.0,0.0,0.275
2022,Western Ill.,Ohio Valley,8.0,44.0,0.0,0.154
2023,Western Ill.,Ohio Valley,12.0,40.0,0.0,0.231
2024,Western Ill.,Ohio Valley,13.0,37.0,0.0,0.26
2025,Western Ill.,Ohio Valley,18.0,32.0,0.0,0.36
2017,Western Ky.,Conference USA,16.0,39.0,0.0,0.291
2018,Western Ky.,Conference USA,21.0,31.0,0.0,0.404
2019,Western Ky.,Conference USA,26.0,29.0,1.0,0.473
2021,Western Ky.,Conference USA,27.0,29.0,0.0,0.482
2022,Western Ky.,Conference USA,18.0,36.0,0.0,0.333
2023,Western Ky.,Conference USA,33.0,26.0,0.0,0.559
2024,Western Ky.,Conference USA,36.0,22.0,0.0,0.621
2025,Western Ky.,Conference USA,46.0,14.0,0.0,0.7666666666666667
2017,Western Mich.,Mid-American,24.0,29.0,0.0,0.453
2018,Western Mich.,Mid-American,23.0,25.0,0.0,0.479
2019,Western Mich.,Mid-American,18.0,31.0,0.0,0.367
2021,Western Mich.,Mid-American,24.0,26.0,0.0,0.48
2022,Western Mich.,Mid-American,18.0,36.0,0.0,0.333
2023,Western Mich.,Mid-American,21.0,31.0,0.0,0.404
2024,Western Mich.,Mid-American,32.0,23.0,0.0,0.582
2025,Western Mich.,Mid-American,19.0,32.0,0.0,0.37254901960784315
2017,Wichita St.,American Athletic,28.0,30.0,0.0,0.483
2018,Wichita St.,American Athletic,35.0,21.0,1.0,0.623
2019,Wichita St.,American Athletic,28.0,32.0,0.0,0.467
2021,Wichita St.,American Athletic,31.0,23.0,0.0,0.574
2022,Wichita St.,American Athletic,21.0,36.0,0.0,0.368
2023,Wichita St.,American Athletic,30.0,25.0,0.0,0.545
2024,Wichita St.,American Athletic,32.0,29.0,0.0,0.525
2025,Wichita St.,American Athletic,20.0,36.0,0.0,0.35714285714285715
2017,William & Mary,Coastal Athletic,32.0,25.0,0.0,0.561
2018,William & Mary,Coastal Athletic,15.0,39.0,0.0,0.278
2019,William & Mary,Coastal Athletic,33.0,22.0,0.0,0.6
2021,William & Mary,Coastal Athletic,14.0,29.0,0.0,0.326
2022,William & Mary,Coastal Athletic,26.0,23.0,0.0,0.531
2023,William & Mary,Coastal Athletic,32.0,25.0,0.0,0.561
2024,William & Mary,Coastal Athletic,32.0,26.0,0.0,0.552
2025,William & Mary,Coastal Athletic,21.0,35.0,0.0,0.375
2017,Winthrop,Big South,34.0,24.0,0.0,0.586
2018,Winthrop,Big South,25.0,31.0,0.0,0.446
2019,Winthrop,Big South,34.0,23.0,0.0,0.596
2021,Winthrop,Big South,19.0,27.0,0.0,0.413
2022,Winthrop,Big South,18.0,34.0,0.0,0.346
2023,Winthrop,Big South,28.0,28.0,0.0,0.5
2024,Winthrop,Big South,19.0,29.0,1.0,0.398
2025,Winthrop,Big South,31.0,29.0,0.0,0.5166666666666667
2017,Wofford,Southern Conference,28.0,30.0,0.0,0.483
2018,Wofford,Southern Conference,36.0,23.0,0.0,0.61
2019,Wofford,Southern Conference,36.0,25.0,0.0,0.59
2021,Wofford,Southern Conference,36.0,21.0,0.0,0.632
2022,Wofford,Southern Conference,42.0,16.0,1.0,0.72
2023,Wofford,Southern Conference,40.0,19.0,0.0,0.678
2024,Wofford,Southern Conference,42.0,20.0,0.0,0.677
2025,Wofford,Southern Conference,33.0,27.0,0.0,0.55
2017,Wright St.,Horizon League,38.0,21.0,0.0,0.644
2018,Wright St.,Horizon League,39.0,17.0,0.0,0.696
2019,Wright St.,Horizon League,42.0,17.0,0.0,0.712
2021,Wright St.,Horizon League,35.0,13.0,0.0,0.729
2022,Wright St.,Horizon League,30.0,27.0,0.0,0.526
2023,Wright St.,Horizon League,39.0,23.0,0.0,0.629
2024,Wright St.,Horizon League,32.0,24.0,0.0,0.571
2025,Wright St.,Horizon League,40.0,21.0,0.0,0.6557377049180327
2017,Xavier,Big East,34.0,27.0,0.0,0.557
2018,Xavier,Big East,20.0,35.0,0.0,0.364
2019,Xavier,Big East,27.0,31.0,0.0,0.466
2021,Xavier,Big East,28.0,26.0,0.0,0.519
2022,Xavier,Big East,33.0,27.0,0.0,0.55
2023,Xavier,Big East,39.0,25.0,0.0,0.609
2024,Xavier,Big East,30.0,27.0,0.0,0.526
2025,Xavier,Big East,32.0,27.0,0.0,0.5423728813559322
2017,Yale,Ivy League,34.0,18.0,0.0,0.654
2018,Yale,Ivy League,22.0,21.0,0.0,0.512
2019,Yale,Ivy League,18.0,23.0,0.0,0.439
2022,Yale,Ivy League,20.0,18.0,0.0,0.526
2023,Yale,Ivy League,17.0,23.0,0.0,0.425
2024,Yale,Ivy League,18.0,23.0,0.0,0.439
2025,Yale,Ivy League,31.0,14.0,0.0,0.6888888888888889
2017,Youngstown St.,Horizon League,15.0,40.0,0.0,0.273
2018,Youngstown St.,Horizon League,18.0,38.0,0.0,0.321
2019,Youngstown St.,Horizon League,13.0,41.0,0.0,0.241
2021,Youngstown St.,Horizon League,32.0,24.0,0.0,0.571
2022,Youngstown St.,Horizon League,21.0,36.0,0.0,0.368
2023,Youngstown St.,Horizon League,19.0,36.0,0.0,0.345
2024,Youngstown St.,Horizon League,16.0,44.0,0.0,0.267
2025,Youngstown St.,Horizon League,15.0,42.0,0.0,0.2631578947368421
